stop_id,stop_name,stop_lat,stop_lon
12225,"Křtiny, náměstí",49.29701,16.743809
12226,"Adamov, Karlov",49.306675,16.665753
12228,"Adamov, závod",49.30339,16.650323
12229,"Adamov, železniční stanice, točna",49.292238,16.670122
1223,"Kamenný vrch",49.179831,16.54776
12230,"Adamov, železniční stanice",49.295561,16.663623
12231,"Adamov, železniční zastávka",49.301026,16.650368
12232,"Adamov, Adamov III, točna",49.28975,16.662247
12233,"Adamov, Adamov III",49.291236,16.663963
12234,"Adamov, Kolonka",49.292452,16.666483
12236,"Adamov, Smetanovo náměstí",49.301899,16.652118
12237,"Adamov, Horka",49.300851,16.658047
12238,"Adamov, Horka, točna",49.302925,16.655013
12239,"Lažany",49.353978,16.550992
12240,"Lažany, rozcestí Újezd",49.359463,16.554464
12241,"Březina, škola",49.281931,16.750376
12242,"Bukovinka, Černý les",49.295136,16.79395
1226,"Kamenolom",49.221927,16.536894
1227,"Karpatská",49.168067,16.561978
1228,"Kampelíkova",49.197448,16.581192
1230,"Kavčí",49.21672,16.500537
12301,"Kotvrdovice, horní konec",49.35399,16.786858
12302,"Kotvrdovice, obecní úřad",49.355177,16.784182
12303,"Kotvrdovice, žleb",49.356753,16.782577
12304,"Krásensko, rozcestí 1.0",49.368567,16.818525
12305,"Krásensko",49.365116,16.829078
12306,"Krásensko, ZD",49.360273,16.831087
12307,"Kotvrdovice, rozcestí Krasová",49.356501,16.776081
12308,"Lipovec",49.382805,16.807698
12309,"Lipovec, horní konec",49.37908,16.812818
1231,"Karlova",49.212915,16.643549
12310,"Lipovec, kravín",49.386168,16.810772
12311,"Lipovec, točna",49.388843,16.802232
12312,"Senetářov, Chemoplast",49.348578,16.811332
12313,"Senetářov, Jednota",49.351367,16.806697
12314,"Senetářov, MŠ",49.354867,16.804213
12315,"Blansko, Skalní Mlýn",49.3636,16.708253
12316,"Jedovnice, Chaloupky",49.339842,16.747774
12317,"Jedovnice, garáže ČAD",49.34764,16.761251
12318,"Jedovnice, náměstí",49.343278,16.754643
12319,"Jedovnice, pila",49.331892,16.739983
1232,"Karolíny Světlé",49.203161,16.693879
12320,"Jedovnice, Újezd",49.339426,16.748598
12321,"Krasová",49.361398,16.767632
12322,"Krasová, dolní konec",49.358998,16.764543
12323,"Olomučany, dolní konec",49.337113,16.666925
12324,"Olomučany, horní konec",49.325477,16.677109
12325,"Olomučany, restaurace",49.329918,16.672347
12326,"Olomučany, škola",49.33313,16.66991
12327,"Olomučany, točna",49.322893,16.67993
12328,"Ostrov u Macochy, Balcarka",49.377199,16.757568
12329,"Ostrov u Macochy, Jednota",49.382005,16.766531
1233,"Kartouzská",49.216824,16.598987
12330,"Ostrov u Macochy, léčebna",49.379492,16.761712
12331,"Ostrov u Macochy, u rybníka",49.378859,16.764366
12332,"Rudice",49.337428,16.725183
12334,"Rudice, rozcestí 2.0",49.344647,16.735222
12335,"Vilémovice",49.361242,16.746443
12336,"Vilémovice, Macocha rozc. 2.0",49.371431,16.746444
12337,"Blansko, Kaufland",49.370152,16.642519
12338,"Blansko, průmyslová zóna",49.377279,16.642138
12339,"Blansko, Svitavská",49.359251,16.642955
12340,"Blansko, rozvodna, točna",49.350642,16.644909
12341,"Blansko, Synthon",49.353642,16.641533
12342,"Blansko, aut. st.",49.353521,16.646979
12343,"Blansko, Brněnská",49.35642,16.639269
12344,"Blansko, Čelakovského",49.366449,16.648607
12345,"Blansko, Češkovice, chatová oblast",49.379413,16.682008
12346,"Blansko, Češkovice",49.377118,16.675243
12348,"Blansko, Starohraběcí huť",49.356875,16.684215
12349,"Blansko, areál ČKD",49.353313,16.673467
1235,"Klarisky",49.257047,16.622603
12350,"Blansko, Klepačov, U kapličky",49.343191,16.660455
12351,"Blansko, Gellhornova",49.349693,16.65633
12352,"Blansko, Arnoštovo údolí",49.353165,16.66937
12353,"Blansko, Gellhornova rozcestí",49.35241,16.68256
12354,"Blansko, Dolní Lhota",49.384353,16.632894
12355,"Blansko, Dolní Lhota, škola",49.381918,16.63151
12356,"Blansko, Dvorská",49.365367,16.644965
12357,"Blansko, Erbenova, škola",49.358538,16.656593
12358,"Blansko, Horní Lhota",49.384052,16.647172
12359,"Blansko, Hořice",49.356217,16.623013
12360,"Blansko, hřbitov",49.366969,16.65182
12361,"Blansko, Klepačov, točna",49.341605,16.665548
12362,"Blansko, Klepačov, spodní část",49.345348,16.657631
12363,"Blansko, Lažánky, kamnárna",49.352402,16.702037
12364,"Blansko, Lažánky, Márovky",49.350688,16.693005
12365,"Blansko, Lažánky, škola",49.351732,16.711995
12366,"Lipovec, dolní konec",49.391937,16.797926
12367,"Blansko, Lažánky",49.350763,16.707844
12368,"Blansko, Mánesova",49.367788,16.644849
1237,"Kleštínek",49.269431,16.595956
12370,"Blansko, pošta",49.355879,16.64971
12371,"Blansko, Metra 2, čerpací stanice",49.372116,16.641276
12372,"Blansko, Masarykova",49.352598,16.651733
12373,"Blansko, Bezručova",49.370592,16.645941
12374,"Blansko, Na Žižlavici",49.363702,16.681912
12375,"Blansko, Náměstí Míru",49.358057,16.651959
12376,"Blansko, náměstí Republiky",49.361613,16.644347
12377,"Blansko, náměstí Svobody",49.364868,16.644157
12378,"Blansko, Obůrka",49.376198,16.690512
12379,"Blansko, Okružní",49.374403,16.653057
1238,"Klicperova",49.202451,16.688124
12380,"Blansko, Olešná",49.33963,16.637227
12381,"Blansko, Písečná, penzion",49.354667,16.656703
12382,"Blansko, Písečná",49.35508,16.654007
12384,"Blansko, Podlesí",49.359574,16.661079
12385,"Blansko, Poliklinika",49.360943,16.652416
12386,"Blansko, Poříčí",49.362451,16.641309
12387,"Blansko, přehrada",49.360375,16.692937
12389,"Blansko, rozcestí Klepačov",49.346355,16.650873
12390,"Blansko, Sadová",49.359287,16.658128
12391,"Blansko, Seifertova",49.362427,16.645358
12392,"Blansko, Sever",49.368765,16.655574
12393,"Blansko, Supermarket Albert",49.353288,16.649513
12394,"Blansko, Těchov",49.368004,16.695261
12395,"Blansko, Těchov, MŠ",49.368022,16.690073
12396,"Lipovec, škola",49.38406,16.808073
12397,"Blansko, ul. 9. května",49.357039,16.656638
12399,"Blansko, Zborovce",49.37277,16.65012
12401,"Holštejn, rozc. 2.0",49.395312,16.770218
12402,"Holštejn",49.406067,16.777873
12403,"Kulířov",49.378768,16.84694
12404,"Lipovec, Marianín",49.389672,16.838365
12405,"Nové Sady",49.408905,16.901903
12406,"Rozstání, čekárna Na stráni",49.396277,16.848742
12407,"Rozstání, Baldovec, lom",49.407731,16.823391
12408,"Rozstání, Baldovec, točna",49.411725,16.822305
12409,"Rozstání, hřbitov",49.399651,16.835137
1241,"Kluchova",49.183141,16.563177
12410,"Rozstání, křižovatka",49.397095,16.836995
12411,"Rozstání, obchod",49.397513,16.84477
12412,"Studnice",49.375649,16.879734
12413,"Studnice, Odrůvky",49.394387,16.882099
12415,"Šošůvka, Na Bráně",49.413965,16.756121
12416,"Šošůvka, rozcestí 1.0",49.401761,16.751483
12417,"Šošůvka, obecní úřad",49.410268,16.752199
12418,"Bukovice",49.407422,16.488207
12419,"Bukovice, rozcestí 1.0",49.414123,16.492185
1242,"Klusáčkova",49.212134,16.592771
12420,"Rašov, dolní konec",49.416383,16.448175
12421,"Rašov, hostinec",49.41561,16.454468
12422,"Zhoř",49.415077,16.48026
12423,"Sloup",49.415453,16.739635
12424,"Sloup, Nová čtvrť",49.413691,16.735348
12425,"Vavřinec",49.402771,16.72031
12427,"Kuničky",49.43406,16.683617
12428,"Petrovice",49.413973,16.700938
12429,"Rájec-Jestřebí, Holešín",49.428315,16.654862
12430,"Doubravice, zahradnictví",49.431636,16.632933
12431,"Rájec-Jestřebí, Jestřebí",49.410975,16.617053
12432,"Rájec-Jestřebí, Karolín",49.407715,16.670517
12433,"Rájec-Jestřebí, Karolín, rozc.1.0",49.414345,16.682047
12434,"Rájec-Jestřebí, Komenského",49.415396,16.632578
12435,"Rájec-Jestřebí, lékárna",49.407568,16.632147
12436,"Rájec-Jestřebí, MKZ",49.403442,16.632571
12437,"Rájec-Jestřebí, náměstí",49.410927,16.639334
12438,"Rájec-Jestřebí, pošta",49.406178,16.637668
12439,"Rájec-Jestřebí, železniční stanice",49.408866,16.627295
12440,"Rájec-Jestřebí, Lenčov, křiž.",49.421079,16.665728
12441,"Ráječko",49.395251,16.642904
12442,"Žďár",49.421052,16.698148
12443,"Bořitov",49.422598,16.590117
12444,"Bořitov, sokolovna",49.419893,16.589843
12445,"Bořitov, ZD",49.424088,16.582656
12446,"Brťov-Jeneč, obecní úřad",49.413778,16.517202
12447,"Brťov-Jeneč, Jeneč",49.41111,16.507692
12448,"Brťov-Jeneč, Na Návsi",49.414708,16.513961
12449,"Černá Hora, Na kopci",49.410358,16.580818
12450,"Černá Hora, nám.",49.414723,16.582284
12453,"Černá Hora, Na Škrku",49.41475,16.571891
12454,"Lubě",49.396479,16.528379
12455,"Žernovník, obecní úřad",49.407095,16.545576
12456,"Žernovník, pod Horkou",49.411055,16.557176
12457,"Rašov, rozc. 1.0",49.439178,16.467531
12458,"Malá Lhota",49.391597,16.550408
12459,"Býkovice",49.429568,16.535336
1246,"Kociánka",49.225774,16.601808
12460,"Žerůtky",49.440563,16.536595
12461,"Býkovice, kaple",49.430158,16.538692
12462,"Dlouhá Lhota",49.428423,16.510978
12463,"Žernovník, Hasičský dům",49.404762,16.544333
12464,"Rozstání, ZŠ",49.39811,16.837101
12465,"Rozstání, křižovatka Baldovec",49.397253,16.837975
12466,"Sloup, koupaliště",49.418815,16.735107
1248,"Kohoutovice, hájenka",49.196467,16.531181
12501,"Vysočany",49.431883,16.810943
12502,"Vysočany, Housko",49.430718,16.798257
12503,"Brumov",49.461662,16.426932
12504,"Brumov, dolní konec",49.458362,16.431693
12505,"Brumov, rozcestí 0.5",49.455091,16.43577
12506,"Osiky",49.45658,16.421352
12507,"Osiky, rozcestí",49.446017,16.431717
12508,"Osiky, točna",49.454918,16.422437
12509,"Doubravice, nám.",49.434979,16.629459
1251,"Kohoutovická",49.207006,16.497999
12510,"Doubravice, ZD 0.3",49.43955,16.62644
12511,"Doubravice, žel.st.",49.439389,16.622876
12512,"Jabloňany",49.466338,16.604953
12513,"Lhota Rapotina",49.465343,16.625225
12514,"Lhota Rapotina, točna",49.466137,16.624646
12515,"Obora",49.452277,16.604263
12516,"Obora, Hutě",49.449435,16.595437
12517,"Újezd u Boskovic",49.463678,16.655392
12518,"Újezd u Boskovic, lom",49.453692,16.642022
12519,"Drnovice",49.468642,16.541195
1252,"Kolejní",49.230641,16.57191
12520,"Drnovice, hor.zast.",49.46788,16.534243
12521,"Drnovice, rozc.0.5",49.468238,16.533202
12523,"Lysice, Perná",49.446968,16.574575
12524,"Lysice, pohostinství",49.452366,16.537888
12525,"Drnovice, rozcestí Kunice",49.472533,16.532808
12526,"Lysice, Brněnská",49.44973,16.545254
12527,"Lysice, škola",49.457244,16.538209
12528,"Lysice, Štěchovská",49.450982,16.527408
12529,"Lysice, výzkum",49.456417,16.556818
12531,"Štěchov",49.451959,16.506836
12532,"Bedřichov",49.461608,16.46575
12534,"Brumov, rozc.3.0",49.465681,16.456082
12535,"Černovice",49.483054,16.424926
12536,"Kozárov",49.443447,16.458255
12537,"Kunčina Ves",49.447553,16.476239
12538,"Niva, u mlýna",49.440812,16.855585
12539,"Niva, čekárna",49.444099,16.852823
12540,"Otinoves, obecní úřad",49.421283,16.871167
12541,"Drahany",49.434565,16.89917
12542,"Bousín",49.455042,16.889737
12543,"Otinoves, horní konec",49.42641,16.870252
1256,"Komárov",49.175244,16.62151
1257,"Komenského náměstí",49.197069,16.602171
1258,"Komín, sídliště",49.226919,16.553423
12601,"Benešov",49.508993,16.767662
12602,"Benešov, Pavlov",49.510633,16.7809
12603,"Benešov, Pavlov, Dvůr",49.51534,16.791413
12604,"Benešov, škola",49.510317,16.776693
12605,"Benešov, ZD střed",49.503434,16.764196
12606,"Buková",49.508883,16.830467
12607,"Buková, horní zastávka",49.511759,16.824548
12608,"Kořenec",49.530331,16.755271
12609,"Kořenec, hor.zast.",49.529241,16.759881
1261,"Komín, smyčka",49.216183,16.556125
12610,"Kořenec, točna",49.531797,16.749272
12611,"Okrouhlá, Melkov, rozc.2.0",49.53474,16.728412
12612,"Protivanov",49.482344,16.8369
12613,"Protivanov, dol.zast.",49.48737,16.837736
12614,"Protivanov, hor.zast.",49.480137,16.836125
12615,"Protivanov, pila",49.476104,16.826375
12617,"Protivanov, tábor Metra",49.471394,16.814908
12618,"Ludíkov",49.45582,16.732787
12619,"Ludíkov, rozcestí",49.458203,16.736358
1262,"Konečného náměstí",49.204542,16.595656
12620,"Němčice",49.446616,16.713523
12621,"Němčice, Jednota",49.450263,16.717968
12622,"Němčice, Dendera",49.451719,16.720388
12623,"Suchý",49.481303,16.76194
12624,"Suchý, u rybníka",49.487335,16.76129
12625,"Valchov",49.471395,16.719147
12626,"Valchov, rozc.",49.471588,16.719758
12627,"Velenov",49.486975,16.732297
12628,"Žďárná",49.468497,16.754933
12629,"Boskovice, průmyslová zóna",49.496579,16.642359
1263,"Koniklecová",49.176526,16.558783
12631,"Žďárná, horní zastávka",49.468553,16.761956
12632,"Žďárná, škola",49.468172,16.760707
12633,"Boskovice, 17. listopadu",49.489357,16.66178
12634,"Boskovice, Kaufland",49.49056,16.64198
12635,"Boskovice, aut.st.",49.491553,16.653046
12636,"Boskovice, Boženy Němcové",49.493585,16.666403
12637,"Boskovice, Gagarinova",49.484847,16.67519
12638,"Boskovice, hřbitov",49.493698,16.677302
12640,"Boskovice, Na Výsluní",49.489517,16.66621
12641,"Boskovice, Hybešova",49.487828,16.671618
12642,"Boskovice, Komenského",49.48951,16.655473
12643,"Boskovice, Kosmonautů",49.485878,16.673002
12644,"Boskovice, Kras",49.491675,16.657418
12645,"Boskovice, Ludvíka Vojtěcha",49.484998,16.681002
12646,"Boskovice, Lidická",49.487012,16.665368
12647,"Boskovice, Mánesova",49.484955,16.644376
12648,"Boskovice, Mladkov",49.490615,16.619263
12649,"Boskovice, Mladkov, pekárna",49.490321,16.615458
12650,"Boskovice, nemocnice",49.491648,16.644473
12651,"Boskovice, Pod Oborou",49.486997,16.653119
12652,"Boskovice, Podhradí",49.483863,16.666407
12653,"Boskovice, Podlesí",49.482291,16.685418
12655,"Boskovice, Sokolská",49.49097,16.660723
12656,"Boskovice, STS",49.495901,16.646367
12657,"Boskovice, Sušilova ZŠ II",49.486201,16.663522
12658,"Boskovice, Svat.Čecha",49.492133,16.66902
12659,"Boskovice, podnikatelský park",49.498839,16.665738
1266,"Konopná",49.179978,16.621377
12660,"Boskovice, U Kapličky",49.483205,16.673843
12661,"Boskovice, v údolí",49.478417,16.650883
12662,"Chrudichromy",49.502565,16.63396
12663,"Jabloňany, rozc.",49.474603,16.594418
12665,"Krhov",49.463333,16.58325
12666,"Krhov, Pohodlí",49.462461,16.575173
12667,"Krhov, rozc. 1.0",49.468313,16.584207
12668,"Sebranice, horní zast.",49.498804,16.569253
12669,"Sebranice, u pošty",49.496763,16.575394
1267,"Kopce",49.205471,16.509312
12671,"Skalice nad Svitavou, ACHP",49.482396,16.600134
12676,"Skalice nad Svitavou, žel.st.",49.480338,16.608951
12679,"Svitávka, bytovky",49.509934,16.615209
12680,"Svitávka, MŠ",49.500869,16.600843
12681,"Svitávka, náměstí",49.502962,16.595599
12682,"Svitávka, Podhradí",49.508032,16.599474
12683,"Svitávka, Sasina",49.51374,16.585419
12684,"Svitávka, U labutě",49.506919,16.585819
12686,"Voděrady, nám.",49.480946,16.560205
12687,"Kunštát, U Bílého kříže",49.502953,16.523785
12688,"Kunštát, Hluboké u Kunštátu",49.495687,16.472747
12689,"Kunštát, kult.dům",49.506329,16.524172
12690,"Kunštát, nám.",49.507376,16.519676
12693,"Kunštát, Rudka",49.520422,16.514495
12694,"Kunštát, Rudka, hotel",49.516992,16.510802
12695,"Kunštát, Rudka, Na samotě",49.526268,16.520565
12696,"Kunštát, Rudka, prodejna",49.520395,16.512147
12697,"Kunštát, Sychotín",49.503769,16.509598
12698,"Kunštát, Sychotín, Grafitárna",49.508925,16.498938
12699,"Kunštát, Touboř",49.492955,16.495338
12700,"Horní Štěpánov, Nové Sady",49.558674,16.799326
12701,"Horní Štěpánov, Pohora",49.56121,16.755417
12702,"Horní Štěpánov, točna",49.547154,16.789813
12703,"Boskovice, Bačov, rozc.0.5",49.52298,16.64315
12704,"Knínice, Městečko",49.539509,16.6942
12705,"Knínice, horní zastávka",49.539653,16.702808
12706,"Letovice, Alb.Krejčího",49.545781,16.58555
12707,"Letovice, náměstí",49.547031,16.572057
12708,"Letovice, Borová",49.578215,16.558556
12709,"Letovice, Havírna",49.561698,16.57903
1271,"Körnerova",49.198216,16.619725
12710,"Letovice, Havírna rozcestí",49.561325,16.573375
12711,"Knínice, U Nádraží",49.535486,16.689927
12712,"Letovice, Jasinov",49.537627,16.530525
12713,"Letovice, Kladoruby",49.55524,16.608133
12714,"Letovice, Kochov",49.564555,16.611283
12715,"Letovice, Kovošrot",49.557233,16.576095
12716,"Letovice, Letostroj I",49.55486,16.575637
